id,title,author,category,ean_isbn13,upc_isbn10,description,publisher,publish_date,added,length
315,Richard Halliburton's Second Book Of Marvels - The Orient,Richard Halliburton,Old Testament Studies,9780804231145,0804231141,"Travel / History / Middle Eastern &amp; India region culture. Early 20th century American travel writer and adventurer Richard Halliburton presents this volume&#039;s tour for school students, introducing the people, religions, architecture, customs, and scenery from Greece to Mt. Fuji in Japan, multi-cultural regions then called &quot;The Orient&quot; and maps of his travel routes. Places featured are Greece and Ephesus, Turkey, King Mausolus&#039;s tomb, western Turkey, Colossus-Rhodes, off Turkey, Pharos-lighthouse, Alexandria, Egypt, Sphinx and Pyramids, Egypt, Pyramids Today-Cairo, Egypt, The Labyrinth-Crete, Slave City-western Africa, Victoria Falls, So Africa, Allahs children-Mecca, Saudi Arabia, Enchanted Temple-Petra, Holy Land, The Dead Sea, Rock of Abraham-Jerusalem, Solomon&#039;s Temple-Jerusalem, Temple of Jupiter, Syria, Queen of Palmyra, Syria, Bagdad, Persia/Iraq, Babylon-Iraq, Madrasa College and Isfahan-Persia, Udaipur-west India, Palace in Udaipur-west India, Taj Majal, India, Top of the World (Mt. Everest, Nepal/Tibet), Land of Mystery (Lhasa, Tibet), Palace of the Living Gods (Bhuddist Dalai Lama, Lhasa, Tibet), Thirty Million Idols (Hindu temple, Madura, southern India), Tale From the Jungle (Indo-China temple, Angkor, Cambodia), The Great Stone Serpent (Great Wall, China), Magic Mountain (Fujiyama, Japan) ~ From Wikipedia: Richard Halliburton (January 9, 1900 - presumed dead after March 24, 1939) was an American traveler, adventurer, and author. Best known today for having swum the length of the Panama Canal and paying the lowest toll in its history-thirty-six cents-Halliburton was headline news for most of his brief career. His final and fatal adventure, an attempt to sail a Chinese junk, the Sea Dragon, across the Pacific Ocean from Hong Kong to the Golden Gate International Exposition in San Francisco, made him legendary.",The Bobbs-Merrill Company,1938-01-01,2023-06-17,316
316,Romans,Daniel M. Doriani,Commentaries,9781629955049,1629955043,"""Pastor-theologian Daniel Doriani explores themes of righteousness, church unity, justification, and more in the book of Romans, providing personal and corporate applications of faith for our daily lives""--",P &amp; R Publishing,2021-11-01,2023-05-20,588
317,Romans: A Study Manual,Robert Rogland,Commentaries,9780875524030,0875524036,Romans: A Study Manual,P &amp; R Publishing,1988-03-01,2023-06-17,214
318,Salvation Belongs to Our God: Celebrating the Bible's Central Story (Global Christian Library),Christopher J. H. Wright,Systematic Theology,9781844742431,1844742431,"A great multitude that no one could count . . . cried out in a loud voice: ""Salvation belongs to our God, who sits on the throne, and to the Lamb.""  Every phrase in Revelation 7:10 resonates with significant themes in the Old and New Testaments. Christopher Wright views the story of God's salvation through the lens of this verse to show the great breadth of God's saving work: the character and purposes of God, the death and resurrection of Jesus Christ, the redemption of all creation, the joy of Christian experience, and the responsibility of Christian mission. This clear, deep and warm-hearted exposition enriches our grasp of the Bible's multifaceted teaching about salvation.",Langham Creative Projects,2008-01-18,2023-05-20,208
319,Sanctification,John MacArthur,Pastoral Ministry,9781433567384,1433567385,Veteran pastor John MacArthur makes the case that Jesus's passion for his people is sanctification and encourages pastors to revolve their ministry around the increasing sanctification of their members through preaching and discipleship.,Crossway,2020-02-11,2023-06-17,80
320,Saving Calvinism: Expanding the Reformed Tradition,Oliver D. Crisp,Theology,9780830851751,0830851755,"Is there hope for Calvinism beyond TULIP?  For many, Calvinism evokes the idea of a harsh God who saves a select few and condemns others to eternal torment. Others find comfort in the Five Points of TULIP with its emphasis on the sovereignty of God's grace.   Oliver Crisp thinks both sides have too small a picture of the Reformed tradition. There are ample resources for developing a more expansive Calvinism. Reformed Christians have inherited a vast mansion, but many of them only live in two rooms, reading John Calvin and Jonathan Edwards on repeat, while the rest of the house lies waiting for someone to discover its treasures.  Saving Calvinism explores some of the thorniest problems in the Reformed tradition, including free will, the extent of the atonement, and the possibility of universal salvation. By engaging a host of Reformed thinkers and exploring often ignored ideas, Crisp shows that Calvinism is much more diverse and flexible than the stereotype suggests.",IVP Academic,2016-12-04,2023-06-17,167
321,Seeing and Savoring Jesus Christ,John Piper,Christian Living,9781581346237,1581346239,"Pastor John Piper unveils the person of Christ so that everyone can understand Jesus' deity, power and wisdom. This accessible volume can awaken unbelievers and sweeten any Christian's view of the Lord's character.",Crossway,2004-06-14,2023-05-20,128
322,"Select Practical Writings of Robert Traill (Puritan Paperbacks)Paperback – June 26, 2020",Robert Traill,Puritan Works,9781848718494,1848718497,,Banner of Truth,2020-06-26,2023-05-20,297
323,Sermons of Jonathan Edwards,Jonathan Edwards,Puritan Works,9781565639577,156563957X,"Jonathan Edwards is primarily remembered today as a gifted and influential theologian. But in eighteenth-century America, his preaching resounded from pulpits throughout New England, sparking the flame of revival that became the &quot;Great Awakening.&quot; As the fame of this Puritan pastor and preacher of revival spread far and wide, his sermons galvanized many of his listeners into re-examining their lives and faith.",Hendrickson Publishers,2005-08-01,2023-06-17,493
324,Sermons of The Great Ejection (Puritan Paperbacks),"Various, Edmund Calamy, Thomas Brooks, John Collins, Thomas Lye, Thomas Watson, John Oldfield, John Whitlock",Puritan Works,9781848711525,1848711522,"A fine introduction to Puritan preaching, this little book also recalls one of the great turning points in English Christianity for these sermons were preached on the Farewell Sunday in August, 1662, when two thousand ministers left the national Church for conscience sake. Much has been written on that Great Ejection, but nothing is more important than to hear the ejected speak for themselves. Their watchword was: I preach as never sure to preach again,And as a dying man to dying men. This new edition of Sermons of the Great Ejection not only commemorates the 350th anniversary of a noteworthy historical event but, more importantly, gives a real insight into the theology, godliness, and preaching of the Puritans. Why is this relevant? For two reasons: (i) as the blurb on the first edition said, such preaching could set England alight again in our own times ; and (ii) the issues of 1662 are directly relevant to the present situation in the church when the emphasis is once again upon conformity and unity at the expense of truth and holiness. May this little book be an encouragement to men of gospel truth and integrity everywhere.",Banner of Truth,2012-07-31,2023-05-20,294
325,Sermons on the Book of Micah,John Calvin,Old Testament Studies,9780875520025,0875520022,Sermons on the Book of Micah,P & R Publishing,2003-06-13,2023-06-17,433
326,Shades of Sheol: Death and Afterlife in the Old Testament,Philip Johnston,Old Testament Studies,9780851112664,0851112668,"&quot;For in death there is no remembrance of you; in Sheol who can give you praise?&quot; (Psalm 6:5) Death is a profound and complex subject. How did the Israelites respond to it?The dead apparently went to Sheol. Where and what was it?The inhabitants of Sheol are sometimes called &quot;shades.&quot; What does this indicate?Many ancient peoples venerated their ancestors. Did Israelites do this?Did anyone hope for a positive afterlife? If so, in what form?What about resurrection? How and when did this belief emerge? Philip S. Johnston explores these and other issues. He examines Israelite views on death and afterlife as reflected in the Hebrew Bible and in material remains, and sets them in their cultural, literary and theological contexts. Johnston argues in detail that the Israelites were not as preoccupied with the underworld or the dead as some scholars have recently alleged. Instead, their faith that Yahweh was the God of the living, and that Sheol was cut off from him, led eventually to the hope of a positive afterlife. This important study sheds fresh light on Israelite beliefs in an area central to the later development of the Christian faith.",Apollos,2002-01-01,2023-06-17,288
327,Shadow of the Almighty: The Life and Testament of Jim Elliot (Lives of Faith),Elisabeth Elliot,Christian Living,9780060622138,0006062213,"&ldquo;More than inspirational reading: it belongs to the very heartbeat of evangelic witness.&rdquo; &mdash;Christianity Today&nbsp;Shadow of the Almighty is one of the great missionary stories of modern times.&nbsp;It is the life and testament of Jim Elliot, as told by Elliot&rsquo;s widow, author and evangelist Elisabeth Elliot Gren.&nbsp;Shadow of the Almighty is the true account of&nbsp;Elliot&#039;s martyrdom, along with&nbsp;four fellow&nbsp;missionaries, at the hands of Ecuador&rsquo;s Huaorani Indians.&nbsp;About this important and enlightening book, Eugenia Price&nbsp;writes, &ldquo;It proves that Jesus Christ will bring bright creativity out of any shadow which might fall across any life and any love.&rdquo; A story that has inspired&nbsp;Christian readers for more than half a century, it poignantly recounts a tragic event that was presented from Huaorani perspective in the 2006 feature motion picture, End of the Spear.",HarperCollins,2009-09-29,2023-05-20,251
